actual_0,actual_1,actual_2,actual_3,actual_4,actual_5,actual_6,actual_7,actual_8,actual_9,actual_10,actual_11,actual_12,actual_13,actual_14,actual_15,target_0,target_1,target_2,target_3,target_4,target_5,target_6,target_7,target_8,target_9,target_10,target_11,target_12,target_13,target_14,target_15,wheel_contact_0,wheel_contact_1,wheel_contact_2,wheel_contact_3,wheel_contact_4,wheel_contact_5,wheel_contact_6,wheel_contact_7
-0.6462367614594123,-0.5468215821453599,0.5755677938181133,0.7592321775189703,-22.381173321545795,14.417537555688922,-22.44364157880677,14.399171820261648,12.691365981587525,12.693909797422219,-11.44074070920261,-12.704207650455263,12.650791573846348,10.01931909296367,-12.24815079208488,-12.703417068921619,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.1684582519538,13.398629760741365,-25.1684582519538,13.398629760741365,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,1,0,0,0,0,0,0,0
-0.6460212657256175,-0.5469989044670425,0.5745966074744361,0.759253838595874,-22.392166421392876,14.413517130330996,-22.45524016182195,14.395493882386413,12.687836230822379,12.689905930444153,-11.67748300261293,-12.705465065926022,12.705636597187397,9.046775450024267,-12.419582080404211,-12.715289639786754,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.17845794677802,13.408629455565583,-25.17845794677802,13.408629455565583,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,1,0,0,1,0,0,0,0
-0.6457916771298675,-0.5471784545588929,0.5732540208410825,0.7593409122537715,-22.403160384318443,14.409522913238304,-22.46714250533915,14.391894209793117,12.684893094361634,12.686577043516268,-11.870922678385153,-12.70730951842842,12.732101698959996,8.201067936203478,-12.551882080468653,-12.721678149178212,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.18845764160224,13.418629150389801,-25.18845764160224,13.418629150389801,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,1,0,0,1,0,0,0,0
-0.6457289842998191,-0.5473421054003947,0.5734285354354931,0.7591131820938232,-22.414206169420225,14.405497059403832,-22.476916855370558,14.388140867300828,12.655324510656445,12.656694605488351,-12.064784509039145,-12.745285629791194,6.206277218081794,6.527687549478953,-12.596096726739587,-12.73424621633482,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.19845733642646,13.42862884521402,-25.19845733642646,13.42862884521402,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,1,1,0,0,0,0
-0.6457836598902783,-0.5476625348052183,0.5756750314899393,0.758709300433773,-22.42527374011773,14.401552428639654,-22.4843104174945,14.384327799512905,12.632365049052144,12.633479785707495,-11.47956154251202,-12.768341337846914,-0.8272195841537453,7.426350509232648,-12.637457044523224,-12.749858242150886,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.20845703125068,13.438628540038238,-25.20845703125068,13.438628540038238,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,1,0,1,0,0,0
-0.6459138266885046,-0.5480846024046311,0.5788659731498598,0.7582001112755729,-22.43634522686834,14.39767922653899,-22.490293627073576,14.38051108341524,12.616250698267018,12.617157670384454,-11.012371659251118,-12.783837184092615,-5.54335522511093,8.264603219529395,-12.671682215117597,-12.763134085588849,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.2184567260749,13.448628234862456,-25.2184567260749,13.448628234862456,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,1,0,1,0,0,0
-0.6460311893582996,-0.5485120441420898,0.5819177322415527,0.7576469298456293,-22.447396697668093,14.393902830684828,-22.496047859835365,14.376738981501546,12.613335408869453,12.614073339588657,-10.705872778417215,-12.786704776397235,-7.606049604307071,9.071352947545734,-12.689697113807677,-12.764104191216187,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.22845642089912,13.458627929686674,-25.22845642089912,13.458627929686674,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,1,0,1,0,0,0
-0.6460672341744454,-0.5488707843336529,0.5839898099352893,0.7570927241533901,-22.45841426621899,14.390243967134507,-22.502662954696103,14.373037895515871,12.622134190003708,12.622734585248365,-10.546662667989331,-12.77846727108299,-6.854615262823793,9.835548224790173,-12.6933069315636,-12.753846023218552,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.23845611572334,13.468627624510892,-25.23845611572334,13.468627624510892,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,1,0,1,0,0,0
-0.6460410888851792,-0.5491413301262792,0.5853284370106915,0.7565337675611611,-22.469406174926927,14.386688213473223,-22.51029212356542,14.369403607806808,12.632731190156784,12.633219683778782,-10.490882976420904,-12.769896642284957,-5.090291123926415,10.454641968239441,-12.694029510398744,-12.743285330490767,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.24845581054756,13.47862731933511,-25.24845581054756,13.47862731933511,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,1,0,0,0
-0.6459800954129515,-0.5493935122557724,0.5862112939373657,0.7559428352428826,-22.48038519180575,14.38312641229698,-22.518902918486763,14.365826828397456,12.640387243589307,12.640784691805054,-10.902918109996655,-12.757169372187121,-3.1670716301319755,10.940179630928105,-12.69601378880472,-12.736089312678876,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.25845550537178,13.488627014159329,-25.25845550537178,13.488627014159329,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,0,0,0,0
-0.6458902440434552,-0.5496328100872414,0.5868076381964832,0.7553358906763599,-22.49135412915884,14.379585654007219,-22.528449947356975,14.36230508452989,12.647469285036447,12.647792656882233,-11.23877686924434,-12.747432914108984,-1.0608156994413767,11.325247980383697,-12.697869582569366,-12.730475833176655,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.268455200196,13.498626708983547,-25.268455200196,13.498626708983547,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,0,0,0,0
-0.645777835365097,-0.5498623604373506,0.5872018516225428,0.7547224672718601,-22.50231469253696,14.37608041227081,-22.53860686051161,14.3588373188454,12.653938974653702,12.654202076478052,-11.512266649570801,-12.739739488940959,1.237260094916329,11.618986658628163,-12.6994761802076,-12.726005280164069,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.27845489502022,13.508626403807765,-25.27845489502022,13.508626403807765,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,0,0,0,0
-0.6456482924769008,-0.5500845946068527,0.5874545359880634,0.7541076141708861,-22.513268085776858,14.372618419268536,-22.54909404547852,14.355423065047313,12.659739396681026,12.659953461606214,-11.734824023925267,-12.7335205634845,3.3949462763576896,11.8417273873347,-12.700794067012138,-12.722378675220448,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.28845458984444,13.518626098631984,-25.28845458984444,13.518626098631984,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,0,0,0,0
-0.6455061335664035,-0.5503016604609998,0.587615932156996,0.7534936256931832,-22.524215219565562,14.369203771096405,-22.559753783256337,14.352062048562281,12.664845774586974,12.66501994210675,-11.915871089390478,-12.72843063949781,5.140540570981191,12.013011223998326,-12.701843972698098,-12.719405643175826,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.29845428466866,13.528625793456202,-25.29845428466866,13.528625793456202,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,0,0,0,0
-0.6453550008744587,-0.5505151971258603,0.5877207322300438,0.7528815194925836,-22.535156774543722,14.365838606758176,-22.570501103482936,14.348754040347329,12.669280211932094,12.66942191812202,-12.06312818930088,-12.724242948707204,6.55506871146263,12.146648776820658,-12.7026686511007,-12.716957178693688,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.30845397949288,13.53862548828042,-25.30845397949288,13.53862548828042,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,0,0,0,0
-0.6451747483379082,-0.5507183055715714,0.5877898431980941,0.7523245023659527,-22.546085782461983,14.36261174728254,-22.581280213547462,14.345504249583687,12.676897823090776,12.677013118091182,-11.60544495449951,-12.720145728370944,7.707867400710866,12.257289174317577,-12.700544732345161,-12.712170165189635,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.3184536743171,13.548625183104638,-25.3184536743171,13.548625183104638,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,1,0,0,0
-0.6449770748522486,-0.5509044074750129,0.5878376586045361,0.7518016245580343,-22.557005392363894,14.35948963194169,-22.59207166702481,14.342311604300182,12.683741268851646,12.68383507517814,-11.215326412912109,-12.71557939168031,8.64408537076596,12.345586240331277,-12.697835866305699,-12.707294551809985,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.32845336914132,13.558624877928857,-25.32845336914132,13.558624877928857,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,1,0,0,0
-0.6447724084384043,-0.5510561502159448,0.5878728472615609,0.7512923736225309,-22.56791867273046,14.35645423570734,-22.602866659262705,14.339174080310924,12.689200262157932,12.689276584868018,-10.922973974659621,-12.7125936206904,9.404151875295641,12.415767278131938,-12.695355133484657,-12.703050909862696,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.336139221192102,13.570938415526513,-25.336139221192102,13.570938415526513,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,1,0,0,0
-0.6445692479724491,-0.5511565772144226,0.5879002724376857,0.7507792902337146,-22.578823990685716,14.353499749340791,-22.61365739820919,14.336093658021811,12.692812256472084,12.692874354160935,-10.737351086138833,-12.711865502986186,10.020710679396815,12.471021419338891,-12.693821985060154,-12.700083423188524,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.343825073242883,13.583251953124169,-25.343825073242883,13.583251953124169,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,1,0,0,0
-0.6443712663993093,-0.5512249226676105,0.5879243008998584,0.7502549149451586,-22.58972048417248,14.350604982767079,-22.624439793035386,14.33307088011053,12.694963151236863,12.695013675162917,-10.678885090228478,-12.710240985645212,10.520964180547669,12.514586180428855,-12.693221781102423,-12.698316212841275,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.351510925293663,13.595565490721825,-25.351510925293663,13.595565490721825,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,1,0,0,0
-0.6441871488430182,-0.5513377893529632,0.5879518225420296,0.7496998911099954,-22.600610312933277,14.347684164135487,-22.63521553855512,14.330103778036325,12.694622030771017,12.694663138051354,-11.050926362863105,-12.703678292108979,10.924972837373847,12.54702371182915,-12.694457836994317,-12.698602768910876,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.359196777344444,13.60787902831948,-25.359196777344444,13.60787902831948,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,0,0,0,0
-0.6440113394228596,-0.5514807183265279,0.5879833976958257,0.7491276644773269,-22.611491045460202,14.344774426113842,-22.64598030741746,14.327193447093851,12.69405478451232,12.694088230220693,-11.35602619534031,-12.70073833849018,11.253544851751007,12.573278000501379,-12.69606815295112,-12.699440552754199,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.36649047851632,13.620584716796044,-25.36649047851632,13.620584716796044,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,0,0,0,0
-0.6438406687281298,-0.5516438182719925,0.5880188933094005,0.7485461705048717,-22.622360535781283,14.341897080589106,-22.656731389955482,14.324341493137604,12.693395625307243,12.693422837406887,-11.605711815655388,-12.69979660596012,11.520813983428697,12.594575362519501,-12.697778994022837,-12.700522846192367,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.373784179688194,13.633290405272607,-25.373784179688194,13.633290405272607,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,0,0,0,0
-0.6436732799371537,-0.5518203679608055,0.588057915624527,0.747960135797952,-22.633217574046817,14.33906401314203,-22.66746761959875,14.321548911889035,12.692747224603172,12.692769364913635,-11.809725085656678,-12.699894431173432,11.738269380600121,12.611903190828123,-12.699410594201938,-12.701643047400804,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.38107788086007,13.64599609374917,-25.38107788086007,13.64599609374917,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,0,0,0,0
-0.6435080842046573,-0.5520058428809579,0.5880999756381918,0.7473723703954614,-22.64406148845673,14.33628189606853,-22.67818861568491,14.318816273574681,12.692156480562572,12.692174494363558,-11.976234157745012,-12.700493804455775,11.91522334065223,12.626029343956015,-12.700879016159753,-12.702695384891447,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.388371582031944,13.658701782225734,-25.388371582031944,13.658701782225734,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,0,0,0,0
-0.6433444415762788,-0.552197208809556,0.5881445785669084,0.7467845412721438,-22.65489191632494,14.333554494180971,-22.68889438190421,14.316143861424427,12.691640590159293,12.691655246549342,-12.112025000824767,-12.701297186499833,12.059234445822801,12.637560477184662,-12.702154426667123,-12.70363226072481,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.39519470214913,13.671878051756984,-25.39519470214913,13.671878051756984,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,0,0,0,0
-0.6431663939808254,-0.5523439697178815,0.5881859815195439,0.7462352489890536,-22.66570217880756,14.330975652528329,-22.69957651608732,14.313536627744156,12.694033365673759,12.694045290406882,-11.698724683888148,-12.705027231049376,12.180338159744753,12.650875826838453,-12.701237460081845,-12.702439855533799,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.402017822266316,13.685054321288234,-25.402017822266316,13.685054321288234,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,1,0,0,0
-0.642981055412208,-0.5524609209625765,0.5882251952894733,0.7457132198184788,-22.67649312905074,14.328511167491321,-22.710237913104724,14.31099474010264,12.69667796829588,12.696687670498099,-11.322190941748657,-12.705378866313499,12.279269820238213,12.662108710669289,-12.699645919805642,-12.700624212879454,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.408840942383502,13.698230590819485,-25.408840942383502,13.698230590819485,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,1,0,0,0
-0.6427929353311821,-0.5525488989181402,0.5882623821393393,0.7452062299813215,-22.68726644734323,14.326142230559135,-22.720881187154454,14.308517262625012,12.698905349423818,12.698913243330281,-11.012734174078176,-12.704938229511276,12.359634078791977,12.671119484268157,-12.697961421426086,-12.69875738030693,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.41566406250069,13.711406860350735,-25.41566406250069,13.711406860350735,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,1,0,0,0
-0.642605229630769,-0.5526018447334825,0.5882973170604218,0.7447021960768481,-22.698023993270727,14.323858357659825,-22.73150865648348,14.306102733775145,12.700289952142645,12.700296374783388,-10.78900961396831,-12.705037854186882,12.424434080991437,12.67786485892367,-12.696644511928294,-12.697292120049983,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.42201660156319,13.725053710936672,-25.42201660156319,13.725053710936672,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,1,0,0,0
-0.6424203653994958,-0.5526290949304441,0.5883306644818259,0.7441936168363235,-22.708766047446417,14.321644602383644,-22.742120921626043,14.303750676016959,12.700859353749909,12.70086457933933,-10.66723731395619,-12.70463208704304,12.476429421934235,12.682625789642538,-12.695911126532344,-12.696438033498735,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.42836914062569,13.73870056152261,-25.42836914062569,13.73870056152261,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,1,0,0,0
-0.6422473087149888,-0.5527147622879911,0.5883688267669411,0.7436562689286563,-22.719496189037702,14.319404733178349,-22.752722960576868,14.301458093736912,12.699032325340148,12.699036576984588,-11.04080765978598,-12.698472941114709,12.515670324983853,12.683435828459784,-12.696992012657041,-12.697420714740808,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.43472167968819,13.752347412108547,-25.43472167968819,13.752347412108547,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,0,0,0,0
-0.6420812636916039,-0.5528390193985474,0.5884107562970348,0.7431031120703042,-22.730212195167464,14.317176643361263,-22.763311333738812,14.299225591704237,12.697315785646092,12.697319244869345,-11.347435344796192,-12.696145089819927,12.5475935735325,12.684090954496787,-12.698415986297805,-12.69876478691793,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.441074218750693,13.765994262694484,-25.441074218750693,13.765994262694484,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,0,0,0,0
-0.64191947028777,-0.5529886361492804,0.5884555362871081,0.7425417381132663,-22.74091278753249,14.314981511629808,-22.773884323543463,14.297053775157224,12.695792162720435,12.695794977213906,-11.598510334283379,-12.695847653711294,12.573598007216114,12.684655016101036,-12.699901407738839,-12.70018519892439,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.446956176758505,13.780111694335108,-25.446956176758505,13.780111694335108,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,0,0,0,0
-0.6417962385901194,-0.5531952568236357,0.5884890713149187,0.742484882903275,-22.751605788458974,14.312823108721002,-22.78445162140437,14.295223767965771,12.68965690475774,12.68965919468612,-11.80837553814498,-12.701191206640095,12.588968580859515,12.679326792389542,-13.062798066642564,-12.746691573008375,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.452838134766317,13.794229125975733,-25.452838134766317,13.794229125975733,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,1,0,0,0,0,0,0,0
-0.6416851634195905,-0.5534878181753086,0.5884957534457698,0.7429881471920409,-22.762284450171357,14.31076199689354,-22.79500200288477,14.293714206422555,12.685211327672363,12.685213190804056,-11.461363341573778,-12.704918727766414,12.603888308044024,12.677405562586374,-13.597746485572406,-12.783984908388083,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.458014221192098,13.807640686034325,-25.458014221192098,13.807640686034325,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,1,0,0,0,1,0,0,0
-0.6423399406804233,-0.5538022914156296,0.588594824713272,0.743875086952504,-22.773331242797813,14.30881071863289,-22.805528438214747,14.292438435117932,11.542310640360094,12.745262196833961,-11.081091884526526,-12.702965987159178,12.618480348469404,12.678295462380206,-13.82146010843441,-12.79303391978678,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.46271972656319,13.821522827147607,-25.46271972656319,13.821522827147607,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,1,0,0,0,1,0,1,0
-0.6435529460494026,-0.5540766329868894,0.5888222678376678,0.7448469075037326,-22.784508214454227,14.306970086068537,-22.81602108647846,14.291272812332316,10.711246600609051,12.780075719449924,-10.774564195865167,-12.696902017335837,12.635590907458013,12.684257684725942,-13.538443924803218,-12.772500451371684,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.467425231934282,13.835404968260889,-25.467425231934282,13.835404968260889,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,1,0,0,0,1,0,1,0
-0.6450922807765792,-0.5542648769294913,0.589141252316646,0.7456732755251223,-22.795756362200358,14.305236596380103,-22.826477524558666,14.290111388863442,10.061639932752984,12.796648436232651,-10.556754780794044,-12.691699293548613,12.653517250211717,12.693113517021107,-12.907994887013157,-12.73718229929829,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.47173858642647,13.848894958495263,-25.47173858642647,13.848894958495263,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,1,0,0,0,1,0,1,0
-0.6467337135563603,-0.5543323805792845,0.5894769022679551,0.7460406468926419,-22.807118159320467,14.303599506353079,-22.836901816879582,14.288742319164443,9.435032051414133,12.798420720245282,-10.434805746024779,-12.691539546067188,12.66905546504727,12.701271782487169,-12.824867920577224,-12.685891370716025,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.476051940918655,13.862384948729638,-25.476051940918655,13.862384948729638,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,1,0,1,0
-0.6482419503513838,-0.5543155944561624,0.5897890943704605,0.7461053832725965,-22.81846222438983,14.302047434666225,-22.8472990482197,14.287270066114408,9.156021039802908,12.779326813244934,-10.350913763896259,-12.691888640161022,12.681127039955628,12.707338882460492,-12.77261281195732,-12.659538701496773,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.479894714356156,13.8763455200187,-25.479894714356156,13.8763455200187,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,1,0,1,0
-0.6491231478015335,-0.5543741927279046,0.5900197891457014,0.7459366813310079,-22.8294786448403,14.30045457410227,-22.857677402519254,14.285751650468404,9.769767127790201,12.717761430913283,-10.780833688544488,-12.685497835182844,12.687057665645124,12.708384146822917,-12.743299710226978,-12.651300344368398,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.483737487793658,13.890306091307764,-25.483737487793658,13.890306091307764,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,0,0,0,0
-0.6496113171248795,-0.554480771096504,0.5901921211551148,0.7456193719493535,-22.8402832874635,14.298863351256635,-22.868036233131367,14.284228616567695,10.285745072076878,12.684292408309636,-11.134311855585196,-12.683984835108157,12.690432400855313,12.70778405399997,-12.725864749688585,-12.651012219043789,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.486952819824907,13.903639221190577,-25.486952819824907,13.903639221190577,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,0,0,0,0
-0.6498587779601973,-0.5545179384449004,0.5903195986826165,0.7452244779221051,-22.85094105639804,14.297389380225189,-22.878368963525787,14.282727696632234,10.718134479510923,12.669640735155497,-10.982230684501925,-12.691959706187875,12.69430820783669,12.708425861112092,-12.714307496664201,-12.65340597531521,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.490168151856157,13.91697235107339,-25.490168151856157,13.91697235107339,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,1,0,0,0
-0.6499705131911595,-0.5545409425273349,0.5904088113322646,0.7450509799601619,-22.861498896856766,14.296005055906477,-22.888678796698827,14.281432472130732,11.0752978584028,12.66308251801326,-10.833182705098695,-12.696427893510254,12.695320640586937,12.706807046656888,-12.425374294576,-12.680680499835889,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.4929913330085,13.930697631835109,-25.4929913330085,13.930697631835109,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,1,0,0,0,1,0,0,0
-0.6499969302429318,-0.5545808698918279,0.5904655656979269,0.7450871097192517,-22.871985492563805,14.294688194746179,-22.898965652449586,14.280312148280357,11.368359551882017,12.660213020453968,-10.724379210314261,-12.698846306355344,12.69448945868793,12.703835029217961,-12.31635762842486,-12.702182166878933,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.495814514160845,13.944422912596828,-25.495814514160845,13.944422912596828,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,1,0,0,0,1,0,0,0
-0.6499679339280493,-0.5546482960818417,0.5904972092928463,0.7452738881176073,-22.88241706537184,14.293427332301023,-22.909228267653525,14.279326700441604,11.60845463393095,12.659532545636443,-10.658885442935121,-12.700325254038189,12.692811380197721,12.700415123962298,-12.257490574454714,-12.715471020567868,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.497931823731157,13.957442321776515,-25.497931823731157,13.957442321776515,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,1,0,0,0,1,0,0,0
-0.6499013026324979,-0.5547388783877517,0.5905117392014105,0.7455290708375529,-22.892801131872627,14.292217541358188,-22.91946347117595,14.278431768756546,11.805176293144445,12.660354379012354,-10.630532006983662,-12.70134874233527,12.69105415923192,12.697240717778726,-12.154779530746902,-12.72000859508879,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.50004913330147,13.970461730956202,-25.50004913330147,13.970461730956202,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,1,0,0,0,1,0,0,0
-0.6498076781148706,-0.5548420488541943,0.5905165154782533,0.7457761247288534,-22.90314183059411,14.291058675928177,-22.929668754106448,14.277589936321709,11.966537181218412,12.662327236745348,-10.628812351522543,-12.702096739180023,12.6897368161212,12.694770324329534,-11.978760232499946,-12.717596846815601,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.501774291992877,13.983873291014795,-25.501774291992877,13.983873291014795,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,1,0,0,0,1,0,0,0
-0.6496985438845212,-0.5550029282128969,0.590522528305003,0.7459265487467245,-22.91344495687354,14.289884718829866,-22.939846613508212,14.276760713501046,12.096941823490592,12.66305057834584,-11.012179779646383,-12.6990455717548,12.686503047935773,12.690598411245062,-11.85470051873384,-12.711144109501626,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.503499450684284,13.997284851073388,-25.503499450684284,13.997284851073388,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,1,0,0,0,0,0,0,0
-0.6495640396934677,-0.5551275440202073,0.5905333918634812,0.7458326246011292,-22.923704759439794,14.28879443360268,-22.949986732781852,14.275834382893674,12.206659323116016,12.667256768822616,-10.92651210144218,-12.70151595404266,12.68763132478387,12.69096339457315,-11.992184365892207,-12.6890040616065,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.504361877442097,14.009833679198389,-25.504361877442097,14.009833679198389,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,1,0,0,0
-0.6494122228496363,-0.555221718089998,0.5905479787998531,0.7455840271489004,-22.933922661709293,14.28777806114362,-22.960089200894373,14.274872176498118,12.296576282654481,12.671327609448022,-10.845682254773948,-12.702582136422812,12.688803457541155,12.691514496401966,-12.111150638253623,-12.678097129031919,-0.6020000000000004,-0.6020000000000004,0.6020000000000004,0.6020000000000004,-25.50522430419991,14.022382507323389,-25.50522430419991,14.022382507323389,20.0,20.0,-20.0,-20.0,20.0,20.0,-20.0,-20.0,0,0,0,0,1,0,0,0
